typhoon_id,typhoon_name,province,city_name,impact_time,impact_latitude,impact_longitude,wind_speed,pressure,intensity_code,intensity_level,track_point_index,impact_type,sequence_in_city
0000,(nameless),Hainan,Hainan,2021070706,18.7,109.0,13,1000,1,热带风暴,11,中心经过,1
2104,Koguma,Hainan,Hainan,2021061203,18.8,109.6,18,995,2,强热带风暴,10,中心经过,1
2106,In-fa,Zhejiang,Zhoushan,2021072506,30.0,122.2,33,970,4,强台风,40,中心经过,1
2106,In-fa,Zhejiang,Zhoushan,2021072509,30.0,122.1,30,972,3,台风,41,中心经过,2
2106,In-fa,Zhejiang,Jiaxing,2021072603,30.7,121.0,25,978,3,台风,47,中心经过,1
2106,In-fa,Zhejiang,Jiaxing,2021072606,30.8,120.9,25,978,3,台风,48,中心经过,2
2106,In-fa,Jiangsu,Suzhou,2021072609,30.9,120.7,23,980,2,强热带风暴,49,中心经过,1
2106,In-fa,Jiangsu,Suzhou,2021072612,31.0,120.4,23,980,2,强热带风暴,50,中心经过,2
2106,In-fa,Jiangsu,Suzhou,2021072615,31.1,120.2,20,985,2,强热带风暴,51,中心经过,3
2106,In-fa,Jiangsu,Suzhou,2021072618,31.2,120.0,20,985,2,强热带风暴,52,中心经过,4
2106,In-fa,Jiangsu,Wuxi,2021072621,31.3,119.7,20,985,2,强热带风暴,53,中心经过,1
2106,In-fa,Jiangsu,Changzhou,2021072700,31.3,119.4,20,985,2,强热带风暴,54,中心经过,1
2106,In-fa,Jiangsu,Nanjing,2021072703,31.3,119.1,20,985,2,强热带风暴,55,中心经过,1
2106,In-fa,Anhui,Xuancheng,2021072706,31.2,119.0,18,985,2,强热带风暴,56,中心经过,1
2106,In-fa,Anhui,Xuancheng,2021072709,31.2,119.1,18,985,2,强热带风暴,57,中心经过,2
2106,In-fa,Jiangsu,Nanjing,2021072712,31.5,119.0,18,985,2,强热带风暴,58,中心经过,2
2106,In-fa,Jiangsu,Nanjing,2021072715,31.9,118.7,18,985,2,强热带风暴,59,中心经过,3
2106,In-fa,Anhui,Chuzhou,2021072718,32.3,118.2,18,985,2,强热带风暴,60,中心经过,1
2106,In-fa,Anhui,Chuzhou,2021072721,32.4,117.9,18,985,2,强热带风暴,61,中心经过,2
2106,In-fa,Anhui,Chuzhou,2021072800,32.7,117.6,15,985,1,热带风暴,62,中心经过,3
2106,In-fa,Anhui,Bengbu,2021072803,33.1,117.1,15,985,1,热带风暴,63,中心经过,1
2106,In-fa,Anhui,Bozhou,2021072806,33.1,116.7,15,985,1,热带风暴,64,中心经过,1
2106,In-fa,Anhui,Huainan,2021072809,32.8,116.6,15,985,1,热带风暴,65,中心经过,1
2106,In-fa,Anhui,Huainan,2021072812,32.8,116.9,15,985,1,热带风暴,66,中心经过,2
2106,In-fa,Anhui,Bengbu,2021072815,33.3,116.9,15,988,1,热带风暴,67,中心经过,2
2106,In-fa,Anhui,Huaibei,2021072818,34.0,116.8,15,988,1,热带风暴,68,中心经过,1
2106,In-fa,Jiangsu,Xuzhou,2021072821,34.5,116.7,15,988,1,热带风暴,69,中心经过,1
2106,In-fa,Jiangsu,Xuzhou,2021072900,34.9,116.7,15,990,1,热带风暴,70,中心经过,2
2106,In-fa,Shandong,Zaozhuang,2021072903,35.3,116.9,15,990,1,热带风暴,71,中心经过,1
2106,In-fa,Shandong,Tai'an,2021072906,35.8,117.1,15,990,1,热带风暴,72,中心经过,1
2106,In-fa,Shandong,Tai'an,2021072909,36.3,117.2,15,990,1,热带风暴,73,中心经过,2
2106,In-fa,Shandong,Jinan,2021072912,37.1,117.4,15,992,1,热带风暴,74,中心经过,1
2106,In-fa,Shandong,Dezhou,2021072915,37.8,117.5,15,992,1,热带风暴,75,中心经过,1
2106,In-fa,Hebei,Cangzhou,2021072918,38.5,117.6,15,992,1,热带风暴,76,中心经过,1
2107,Cempaka,Guangdong,Yangjiang,2021072015,21.8,111.9,28,982,3,台风,18,中心经过,1
2107,Cempaka,Guangdong,Yangjiang,2021072018,21.8,111.7,23,990,2,强热带风暴,19,中心经过,2
2107,Cempaka,Guangdong,Yangjiang,2021072021,21.8,111.5,20,995,2,强热带风暴,20,中心经过,3
2107,Cempaka,Guangdong,Maoming,2021072100,21.9,111.3,20,995,2,强热带风暴,21,中心经过,1
2107,Cempaka,Guangdong,Maoming,2021072103,22.0,111.1,15,998,1,热带风暴,22,中心经过,2
2107,Cempaka,Guangdong,Maoming,2021072106,22.2,110.8,15,998,1,热带风暴,23,中心经过,3
2107,Cempaka,Guangxi,Yulin,2021072109,22.3,110.5,15,998,1,热带风暴,24,中心经过,1
2107,Cempaka,Guangxi,Yulin,2021072112,22.5,110.2,15,998,1,热带风暴,25,中心经过,2
2107,Cempaka,Guangxi,Yulin,2021072115,22.5,109.9,15,998,1,热带风暴,26,中心经过,3
2107,Cempaka,Guangxi,Qinzhou,2021072118,22.6,109.6,15,998,1,热带风暴,27,中心经过,1
2107,Cempaka,Guangxi,Nanning,2021072121,22.7,109.4,15,998,1,热带风暴,28,中心经过,1
2107,Cempaka,Guangxi,Nanning,2021072200,22.7,109.0,15,998,1,热带风暴,29,中心经过,2
2107,Cempaka,Guangxi,Nanning,2021072203,22.8,108.6,15,998,1,热带风暴,30,中心经过,3
2107,Cempaka,Guangxi,Nanning,2021072206,22.8,108.3,15,998,1,热带风暴,31,中心经过,4
2107,Cempaka,Guangxi,Nanning,2021072209,22.6,108.1,13,998,1,热带风暴,32,中心经过,5
2107,Cempaka,Guangxi,Chongzuo,2021072212,22.4,107.9,13,998,1,热带风暴,33,中心经过,1
2107,Cempaka,Guangxi,Fangchenggang,2021072215,22.1,107.7,13,998,1,热带风暴,34,中心经过,1
2107,Cempaka,Guangxi,Fangchenggang,2021072218,21.8,107.6,13,998,1,热带风暴,35,中心经过,2
2109,Lupit,Fujian,Zhangzhou,2021080509,23.6,117.4,20,986,2,强热带风暴,24,中心经过,1
2109,Lupit,Fujian,Zhangzhou,2021080512,24.0,117.6,20,986,2,强热带风暴,25,中心经过,2
2109,Lupit,Fujian,Zhangzhou,2021080515,24.1,117.6,18,988,2,强热带风暴,26,中心经过,3
2109,Lupit,Fujian,Zhangzhou,2021080518,24.2,117.7,18,988,2,强热带风暴,27,中心经过,4
2109,Lupit,Fujian,Zhangzhou,2021080521,24.3,117.9,18,988,2,强热带风暴,28,中心经过,5
2109,Lupit,Fujian,Quanzhou,2021080603,24.6,118.6,18,990,2,强热带风暴,30,中心经过,1
2117,Lionrock,Hainan,Hainan,2021100815,19.3,110.5,20,990,2,强热带风暴,14,中心经过,1
2117,Lionrock,Hainan,Hainan,2021100818,19.3,110.0,20,990,2,强热带风暴,15,中心经过,2
2117,Lionrock,Hainan,Hainan,2021100821,19.3,109.8,20,992,2,强热带风暴,16,中心经过,3
2117,Lionrock,Hainan,Hainan,2021100900,19.6,110.0,20,992,2,强热带风暴,17,中心经过,4
2117,Lionrock,Hainan,Hainan,2021100903,19.8,110.2,20,992,2,强热带风暴,18,中心经过,5
2117,Lionrock,Hainan,Haikou,2021100906,20.0,110.2,20,992,2,强热带风暴,19,中心经过,1
2117,Lionrock,Hainan,Hainan,2021100909,19.9,110.0,20,992,2,强热带风暴,20,中心经过,6
2118,Kompasu,Hainan,Hainan,2021101309,19.0,110.0,25,982,3,台风,27,中心经过,1
2118,Kompasu,Hainan,Hainan,2021101312,18.8,109.3,25,985,3,台风,28,中心经过,2
2118,Kompasu,Hainan,Hainan,2021101315,18.7,108.7,23,988,2,强热带风暴,29,中心经过,3
