typhoon_id,typhoon_name,province,city_name,impact_time,impact_latitude,impact_longitude,wind_speed,pressure,intensity_code,intensity_level,track_point_index,impact_type,sequence_in_city
2304,TALIM,Guangxi,Beihai,2023071800,21.7,109.0,25,980,3,台风,26,中心经过,1
2304,TALIM,Guangxi,Qinzhou,2023071803,22.0,108.4,25,980,3,台风,27,中心经过,1
2304,TALIM,Guangxi,Chongzuo,2023071806,22.4,107.8,20,990,2,强热带风暴,28,中心经过,1
2304,TALIM,Guangxi,Chongzuo,2023071809,22.3,107.2,18,992,2,强热带风暴,29,中心经过,2
2304,TALIM,Guangxi,Chongzuo,2023071812,22.3,106.8,15,995,1,热带风暴,30,中心经过,3
2305,DOKSURI,Fujian,Quanzhou,2023072803,24.9,118.5,38,965,4,强台风,36,中心经过,1
2305,DOKSURI,Fujian,Quanzhou,2023072806,25.5,118.1,30,980,3,台风,37,中心经过,2
2305,DOKSURI,Fujian,Sanming,2023072809,26.2,117.9,25,990,3,台风,38,中心经过,1
2305,DOKSURI,Fujian,Sanming,2023072812,26.9,117.5,23,992,2,强热带风暴,39,中心经过,2
2305,DOKSURI,Fujian,Nanping,2023072815,27.7,117.2,20,995,2,强热带风暴,40,中心经过,1
2305,DOKSURI,Jiangxi,Yingtan,2023072818,28.2,117.1,18,996,2,强热带风暴,41,中心经过,1
2305,DOKSURI,Jiangxi,Shangrao,2023072821,29.3,116.7,15,996,1,热带风暴,42,中心经过,1
2305,DOKSURI,Anhui,Anqing,2023072900,30.1,116.4,13,998,1,热带风暴,43,中心经过,1
2305,DOKSURI,Hubei,Huanggang,2023072903,31.1,115.5,10,998,0,热带低压,44,中心经过,1
2305,DOKSURI,Henan,Xinyang,2023072906,31.8,115.0,10,998,0,热带低压,45,中心经过,1
2305,DOKSURI,Henan,Zhumadian,2023072909,32.4,114.5,10,998,0,热带低压,46,中心经过,1
2305,DOKSURI,Henan,Zhumadian,2023072912,33.0,114.4,10,998,0,热带低压,47,中心经过,2
2305,DOKSURI,Henan,Zhoukou,2023072915,33.5,114.3,10,998,0,热带低压,48,中心经过,1
2305,DOKSURI,Henan,Xuchang,2023072918,34.2,114.2,10,998,0,热带低压,49,中心经过,1
2305,DOKSURI,Henan,Zhengzhou,2023072921,34.9,114.1,10,998,0,热带低压,50,中心经过,1
2305,DOKSURI,Shanxi,Jincheng,2023073000,35.6,113.5,10,998,0,热带低压,51,中心经过,1
2305,DOKSURI,Shanxi,Jincheng,2023073003,35.8,113.4,10,1000,0,热带低压,52,中心经过,2
2305,DOKSURI,Shanxi,Changzhi,2023073006,36.0,113.3,10,1000,0,热带低压,53,中心经过,1
2305,DOKSURI,Shanxi,Changzhi,2023073009,36.1,113.1,10,1000,0,热带低压,54,中心经过,2
2305,DOKSURI,Shanxi,Changzhi,2023073012,36.4,112.8,10,1000,0,热带低压,55,中心经过,3
